Group or Channel Name|Chat Type|Chat URL|Number of Members or Subscribers|Description|Scrapped From|Scrapped Date
Imperio Vazadinhos|channel|https://t.me/+zXApioTlhis1OTgx|4659|N/A|https://putariatelegram.com/|2023-11-26 01:07:11.891681
OnlyFans Gay|group|https://t.me/+k1C7naKqDnI4YjJh|2450|N/A|https://putariatelegram.com/|2023-11-26 01:07:12.256319
INCEST MOON|group|https://t.me/+CnjOlhg4vf0xNzgx|6987|N/A|https://putariatelegram.com/|2023-11-26 01:07:12.615172
OnlyFans Gay|group|https://t.me/+aoEKqLv906gwYzkx|2450|N/A|https://putariatelegram.com/|2023-11-26 01:07:13.330680
Onlyfans e privacy|group|https://t.me/onlyprivacy18|3941|Os melhores conteudos |https://putariatelegram.com/|2023-11-26 01:07:19.133469
hentais em Portugues-[Canal]|group|https://t.me/hentaislegendadosptbr|2066|N/A|https://putariatelegram.com/|2023-11-26 01:07:19.694394
Only Das Gostosas|channel|https://t.me/+JM1CN8d67t05OTlh|3318|N/A|https://putariatelegram.com/|2023-11-26 01:07:22.017851
Boazudas Vazadas|channel|https://t.me/+rjvevbx4cHFhYzIx|2385|N/A|https://putariatelegram.com/|2023-11-26 01:07:23.061469
Drop Packs|channel|https://t.me/+I32I_CGAy4tkNzRh|7400|Canal voltado para packs e afinsLinks de todos os canais:https://t.me/DropPackss|https://putariatelegram.com/|2023-11-26 01:07:29.381426
Boazudas Vazadas|channel|https://t.me/+Y2I35D6-68FlOWVh|2385|N/A|https://putariatelegram.com/|2023-11-26 01:07:32.208127
COROAS FREE|channel|https://t.me/+VWolJ1GeEU03YzUx|4127|N/A|https://putariatelegram.com/|2023-11-26 01:07:32.546001
Incesto +18|group|https://t.me/+3bkVF_EwMRk4MWVh|3039|N/A|https://putariatelegram.com/|2023-11-26 01:07:33.899194
ONLY CLUB FREE|group|https://t.me/+DC_Y2NYYcrI5OTUx|1814|N/A|https://putariatelegram.com/|2023-11-26 01:07:34.248668
Zona9|group|https://t.me/azona9|10624|N/A|https://putariatelegram.com/|2023-11-26 01:07:34.593443
Novinhasz +|group|https://t.me/+v_XsboA6nQc0Mjhh|1404|N/A|https://putariatelegram.com/|2023-11-26 01:07:34.952506
PORNO GAY|channel|https://t.me/+xZxOVQsJ8jM1YWYx|5243|N/A|https://putariatelegram.com/|2023-11-26 01:07:35.326751
Chat Gay|group|https://t.me/+DNcGi3Y6ems3ZjRh|2525|N/A|https://putariatelegram.com/|2023-11-26 01:07:36.053374
Cornos Online!|group|https://t.me/+hlV4__IhpE03NmZh|1253|N/A|https://putariatelegram.com/|2023-11-26 01:07:41.330906
Vazados Raros|group|https://t.me/vazadosraross|3082|N/A|https://putariatelegram.com/|2023-11-26 01:07:41.670478
Paraiso das vazadas|channel|https://t.me/+P5IxUGLnfJA1OTUx|8944|N/A|https://putariatelegram.com/|2023-11-26 01:07:42.451712
So Bucetas|group|https://t.me/+CKbHfqvWBfQ5NmU5|1150|N/A|https://putariatelegram.com/|2023-11-26 01:07:42.811144
Wazadous free|group|https://t.me/+wUd9MhSsMaBmZjgx|3885|VIP 01deg de lives vazadas por R$10,00VIP 02deg de videos vazados por R$10,00VIP 03deg de lives vazadas por R$15,00Paga apenas uma vezMQualquer duvida entre em contato: @Contssee|https://putariatelegram.com/|2023-11-26 01:07:43.969884
Paraiso das vazadas|channel|https://t.me/+OUMWM4xrFQwxODgx|8944|N/A|https://putariatelegram.com/|2023-11-26 01:07:44.323817
Gays Safados|group|https://t.me/+zjioY--KdxU4N2Ux|1551|N/A|https://putariatelegram.com/|2023-11-26 01:07:45.373896
Vazou Onlyfans|channel|https://t.me/+rTeka3VVIRc2OGYx|17334|N/A|https://putariatelegram.com/|2023-11-26 01:07:45.734374
PORNO GAY|channel|https://t.me/+9owXZ8Q7SJxkYzYx|5243|N/A|https://putariatelegram.com/|2023-11-26 01:07:46.100781
Paraiso das vazadas|channel|https://t.me/+8-5ZRDLkycE3YmYx|8944|N/A|https://putariatelegram.com/|2023-11-26 01:07:46.456538
Putaria Telegram|group|https://t.me/+Em7MLXJbcbJkZWVh|1194|N/A|https://putariatelegram.com/|2023-11-26 01:07:46.842179
PORNO GAY|channel|https://t.me/+fRy2UCXD1jxlNjVh|5243|N/A|https://putariatelegram.com/|2023-11-26 01:07:52.998543
Paraiso das vazadas|channel|https://t.me/+X98dRsKK2vliYzkx|8944|N/A|https://putariatelegram.com/|2023-11-26 01:07:53.373919
Vazou Onlyfans|channel|https://t.me/+UmZVHezFVqFjNzMx|17334|N/A|https://putariatelegram.com/|2023-11-26 01:07:54.086111
Novinhas Gostosas|group|https://t.me/+d3fLeYlZKJhlYzI5|1621|N/A|https://putariatelegram.com/|2023-11-26 01:07:54.436478
Paraiso das vazadas|channel|https://t.me/+MsO896ZKKsI0MDkx|8944|N/A|https://putariatelegram.com/|2023-11-26 01:07:54.795639
Onlyfans & Privacy|group|https://t.me/RedeVip7|1025|Melhor grupo atualizado das modelos famosas do Onlyfans e Privacy|https://putariatelegram.com/|2023-11-26 01:07:55.139516
Homens de Calcinha|group|https://t.me/+RZMHlhzawfU3ZjQ5|1401|N/A|https://putariatelegram.com/|2023-11-26 01:07:55.498504
PACKS RD|channel|https://t.me/+VvSgk1HyuqRkNDlh|9432|ATUALIZADO TODOS OS DIAS|https://putariatelegram.com/|2023-11-26 01:07:55.843270
Novinhas Amadoras|group|https://t.me/+qtrgLrKDbeAwZWU5|1744|N/A|https://putariatelegram.com/|2023-11-26 01:07:56.201617
Only Das Gostosas|channel|https://t.me/+Oe3ayb2vu3BiOTVh|3318|N/A|https://putariatelegram.com/|2023-11-26 01:07:56.560975
Broderagem no Sigilo|channel|https://t.me/+zA0F9Q553P84YjFh|2984|Canal Oficial @GarotosSafados |https://putariatelegram.com/|2023-11-26 01:07:57.264113
Paraiso das vazadas|channel|https://t.me/+1gDCleT_t2FjODlh|8944|N/A|https://putariatelegram.com/|2023-11-26 01:08:02.811035
Peitos de Novinhas|group|https://t.me/+ho8ySYfE0g5mZjBh|3460|N/A|https://putariatelegram.com/|2023-11-26 01:08:03.171280
AMIZADE COLORIDA +18{ CHAT }|group|https://t.me/+8Zwb5SJ1jg5mMWUx|16712|O que rola nesse grupinho, fica aqui Link do Grupo:https://t.me/+qjRvGgvfvPY1ODMx|https://putariatelegram.com/|2023-11-26 01:08:03.535969
PORNO GAY|channel|https://t.me/+964zNMUoHyYxYmRh|5243|N/A|https://putariatelegram.com/|2023-11-26 01:08:03.889063
CHAT Porno|group|https://t.me/+EKgn97pDUxRiZDYx|1994|N/A|https://putariatelegram.com/|2023-11-26 01:08:04.247985
PORNO GAY|channel|https://t.me/+wd6RCOzpNKBmZmM5|5243|N/A|https://putariatelegram.com/|2023-11-26 01:08:04.592221
Paraiso das vazadas|channel|https://t.me/+wN8gcGsq61w4NDAx|8944|N/A|https://putariatelegram.com/|2023-11-26 01:08:04.951773
SEXO VIRTUAL|channel|https://t.me/+TkLMAFtgLGoxMWNh|7928|Seja bem vindo a todos no canal sexo virtual esse canal foi jeito pra vcs que gosta de putaria trocas de fotos e videos com admns ativo pra remover se vim com vendas de packs sem a permissao e vendas de cp essas coisas e ban na horas le as regras pra nao|https://putariatelegram.com/|2023-11-26 01:08:05.296080
Paraiso das vazadas|channel|https://t.me/+9XfhuwM2LTVkM2Qx|8944|N/A|https://putariatelegram.com/|2023-11-26 01:08:06.139024
AMIZADE COLORIDA +18{ CHAT }|group|https://t.me/+YLNRKZ25gKBiMzRh|16712|O que rola nesse grupinho, fica aqui Link do Grupo:https://t.me/+qjRvGgvfvPY1ODMx|https://putariatelegram.com/|2023-11-26 01:08:06.514059
Paraiso das vazadas|channel|https://t.me/+7yvNum4ZrBpiYTkx|8944|N/A|https://putariatelegram.com/|2023-11-26 01:08:12.339254
Only Das Gostosas|channel|https://t.me/+c_8qVvjVzytiMzQx|3318|N/A|https://putariatelegram.com/|2023-11-26 01:08:13.313812
Boazudas Vazadas|channel|https://t.me/+3Lh6Gf5s-nxmMzFh|2385|N/A|https://putariatelegram.com/|2023-11-26 01:08:13.810859
EL TUBE DEL PORNO|group|https://t.me/+vsRMrf2iBc81OWZh|12591|N/A|https://putariatelegram.com/|2023-11-26 01:08:14.155367
Paraiso das vazadas|channel|https://t.me/+8DKTfiWcjlk0NWUx|8944|N/A|https://putariatelegram.com/|2023-11-26 01:08:14.664163
AMIZADE COLORIDA +18{ CHAT }|group|https://t.me/+B0eJICu5_nxkZDcx|16712|O que rola nesse grupinho, fica aqui Link do Grupo:https://t.me/+qjRvGgvfvPY1ODMx|https://putariatelegram.com/|2023-11-26 01:08:15.264441
AMIZADE COLORIDA +18{ CHAT }|group|https://t.me/+7Ww92NfuBfs5ZWJh|16712|O que rola nesse grupinho, fica aqui Link do Grupo:https://t.me/+qjRvGgvfvPY1ODMx|https://putariatelegram.com/|2023-11-26 01:08:15.630385
Boazudas Vazadas|channel|https://t.me/+ssWo5olR1qplZTMx|2385|N/A|https://putariatelegram.com/|2023-11-26 01:08:15.990083
Paraiso das vazadas|channel|https://t.me/+rshTsocbVXw4Zjkx|8944|N/A|https://putariatelegram.com/|2023-11-26 01:08:21.389047
GayAssThickie|group|https://t.me/gayassthickie|7999|18+  The Best Gay Channel For Ur Pleasure  DM for Promo  All my Links Here  beacons.ai/gayassthickie|https://putariatelegram.com/|2023-11-26 01:08:21.748960
Only Das Gostosas|channel|https://t.me/+xfx2wZAH0Ig3ZGRh|3318|N/A|https://putariatelegram.com/|2023-11-26 01:08:22.232634
PACKS DE ATRIZES GRATIS|channel|https://t.me/+1J_DGsOHmk8yNzg5|2821|N/A|https://putariatelegram.com/|2023-11-26 01:08:22.592274
Puteiro das Novinhas|channel|https://t.me/+G1YxHuvcxe5lMjNh|14292| AVISO! Os nossos grupos nao tem CP (Pornografia Infantil) ou qualquer conteudo -18!Pedofilia e crime! Art\\'s. 241-A ;CONHECA O MELHOR GRUPO DE PUTARIA DA INTERNET - ATUALIZADO TODOS OS DIAS!DIFERENTE DE TUDO QUE VOCE VE POR AI |https://putariatelegram.com/|2023-11-26 01:08:22.962344
Paraiso das vazadas|channel|https://t.me/+aClMIeTwHbMyOGFh|8944|N/A|https://putariatelegram.com/|2023-11-26 01:08:23.310773
Paraiso das vazadas|channel|https://t.me/+z8YdU82qeYYwNTQx|8944|N/A|https://putariatelegram.com/|2023-11-26 01:08:28.029762
HENTAI JOGOS (Grupo)|group|https://t.me/+D89Ek1Co17llYTUx|5142|Respeia as regras fihttps://t.me/c/1985231527/35194Entrem no canal - t.me/hentaijogos|https://putariatelegram.com/|2023-11-26 01:08:28.388837
Paraiso das vazadas|channel|https://t.me/+p6OjI-U6wHtiODMx|8944|N/A|https://putariatelegram.com/|2023-11-26 01:08:28.748595
Paraiso das vazadas|channel|https://t.me/+kCzsE57XRUEyZjgx|8944|N/A|https://putariatelegram.com/|2023-11-26 01:08:29.100448
AMIZADE COLORIDA +18{ CHAT }|group|https://t.me/+ClH677i5z1xhZjgx|16711|O que rola nesse grupinho, fica aqui Link do Grupo:https://t.me/+qjRvGgvfvPY1ODMx|https://putariatelegram.com/|2023-11-26 01:08:29.820043
X GAY|group|https://t.me/warevip|1102|Top videos de putaria gay |https://putariatelegram.com/|2023-11-26 01:08:30.154785
Novinhas na Putaria|channel|https://t.me/+STRIGod58mJjNDUx|4187| Por sua conta e risco. Novinhas & Amadoras Vazadas. E um show de Putaria com as mais belas safadinhas da internet.  |https://putariatelegram.com/|2023-11-26 01:08:30.655480
Only Das Gostosas|channel|https://t.me/+eL1ciY9iGSNjZTdh|3318|N/A|https://putariatelegram.com/|2023-11-26 01:08:31.400633
Golden Fap(r)|group|https://t.me/goldenfap|6068|Fur, muscle, hunk, bears and all the good stuff in porn.DAILY UPDATESNO ADSFULL SCENESFREE DOWNLOAD.https://livepix.gg/goldenfap|https://putariatelegram.com/|2023-11-26 01:08:37.013774
Vazou Onlyfans|channel|https://t.me/+t7qDb7-CMUc5ZTIx|17334|N/A|https://putariatelegram.com/|2023-11-26 01:08:37.365418
Paraiso das vazadas|channel|https://t.me/+KTJ46F5vZB82ZDQx|8944|N/A|https://putariatelegram.com/|2023-11-26 01:08:37.730510
MEGALINKSX|group|https://t.me/MEGALINKSXY|2333|N/A|https://putariatelegram.com/|2023-11-26 01:08:38.243570
Puro Prazer|channel|https://t.me/+WsFoUcd1pFRkNWY5|2212|Desfrute da putaria Temos vagas de boas vindas e repetidas Chamar @Muito_Loko ou @Sra_Lola p/ mais info.|https://putariatelegram.com/|2023-11-26 01:08:38.591877
Paraiso das vazadas|channel|https://t.me/+fRnVgaXVFpEwMDAx|8944|N/A|https://putariatelegram.com/|2023-11-26 01:08:40.802840
Paraiso das vazadas|channel|https://t.me/+7cFTlR19dIc3ZjIx|8944|N/A|https://putariatelegram.com/|2023-11-26 01:08:41.294833
9VINHAS VAZADAS|group|https://t.me/Famosinhasvazadas|7356|FAMOSINHAS VAZADAS|https://putariatelegram.com/|2023-11-26 01:08:46.255661
MEIA NOITE|channel|https://t.me/+5645zZE_6WI1ZDNh|1325|N/A|https://putariatelegram.com/|2023-11-26 01:08:46.951162
Boazudas Vazadas|channel|https://t.me/+_dgL8Dgf3hNlNmJh|2385|N/A|https://putariatelegram.com/|2023-11-26 01:08:47.295314
Puta de corno manso cuckold|group|https://t.me/+bu9IDP1PRJk3MThh|1637|Nosso grupo principalhttps://t.me/+dkAUGK9e0v5lOTExObs:Nao tem como abrir o grupo para envio de midia,caso abrir o grupo cai devido uns lixo que vem postar conteudo ilegal e nao tem consciencia que tal midia tem rastreio...|https://putariatelegram.com/|2023-11-26 01:08:47.660124
Incesto e putaria Adulto +18|group|https://t.me/+De6WF5zbBOJlNjhh|5981|Nosso grupo principalhttps://t.me/+dkAUGK9e0v5lOTExObs:Nao tem como abrir o grupo para envio de midia,caso abrir o grupo cai devido uns lixo que vem postar conteudo ilegal e nao tem consciencia que tal midia tem rastreio...|https://putariatelegram.com/|2023-11-26 01:08:47.998333
CONTOS INTENSOS|group|https://t.me/ContosIntensos|2678|Autora e Narradora: Poliana Martini        Link Abaixo do Meu Site https://bit.ly/OficialContosIntensos|https://putariatelegram.com/|2023-11-26 01:08:48.357420
Packs Hot|group|https://t.me/+GO_xbS_Pk8c0ZDk5|12992|Packs novos todo dia e atualizacoes dos packs ja existentes.Esse grupo e apenas para Packs links e videos enviados pela equipe do PACKS HOT|https://putariatelegram.com/|2023-11-26 01:08:48.728828
Free onlyfans|group|https://t.me/freeonlyfansleaked1|3808|Daily leaked packsMain channel: @central_only|https://putariatelegram.com/|2023-11-26 01:08:49.404711
Teens Onlyfans|group|https://t.me/vazadinhodoonly|2062|Main channel -> @central_only |https://putariatelegram.com/|2023-11-26 01:08:49.748419
Only Das Gostosas|channel|https://t.me/+U0aQk_EGZrc5MTJh|3318|N/A|https://putariatelegram.com/|2023-11-26 01:08:50.108157
AMIZADE COLORIDA +18{ CHAT }|group|https://t.me/+VPorM1uACARmOTcx|16710|O que rola nesse grupinho, fica aqui Link do Grupo:https://t.me/+qjRvGgvfvPY1ODMx|https://putariatelegram.com/|2023-11-26 01:08:50.466966
Paraiso das vazadas|channel|https://t.me/+fDo_gwuoFBhiYzBh|8944|N/A|https://putariatelegram.com/|2023-11-26 01:08:51.185537
Putaria 2.0|channel|https://t.me/+mPQha6vOMgA4YmYx|2939|N/A|https://putariatelegram.com/|2023-11-26 01:08:57.654240
Paraiso das vazadas|channel|https://t.me/+jOdQt6tzBIg1YzRh|8944|N/A|https://putariatelegram.com/|2023-11-26 01:08:58.701055
Only Das Gostosas|group|https://t.me/+sBcSmS73S-xkM2Rh|4630|N/A|https://putariatelegram.com/|2023-11-26 01:08:59.989611
AMIZADE COLORIDA +18{ CHAT }|group|https://t.me/+oQjDwCtzVqtmOTUx|16710|O que rola nesse grupinho, fica aqui Link do Grupo:https://t.me/+qjRvGgvfvPY1ODMx|https://putariatelegram.com/|2023-11-26 01:09:00.384603
Paraiso das vazadas|channel|https://t.me/+1ZZu7o_xCCBjZTEx|8944|N/A|https://putariatelegram.com/|2023-11-26 01:09:06.998144
Only Das Gostosas|channel|https://t.me/+msafSI_XJx4zNDM5|3318|N/A|https://putariatelegram.com/|2023-11-26 01:09:07.357222
Paraiso das vazadas|channel|https://t.me/+otxC8cp26HthNTVh|8944|N/A|https://putariatelegram.com/|2023-11-26 01:09:07.708098
ONLYFANS VIP|channel|https://t.me/+AgGZCe5jNm1hNTYx|3037|N/A|https://putariatelegram.com/|2023-11-26 01:09:08.751479
FAVELADAS 2023|group|https://t.me/FAVELADAS_2023|6053|GRUPO VIP DAS FAVELADAS 2023 ESTA BARATINHO POR ENQUANTO POR APENAS 10 REAIS MAIS ESSE VALOR VAI AUMENTAR  APROVEITEM ENQUANTO AINDA TA NA PROMOCAO CHAMEM @CrisDona01 PRA ENTRA NO VIP |https://putariatelegram.com/|2023-11-26 01:09:09.098710
Boazudas Vazadas|channel|https://t.me/+dbo5x8yaKnw0MmFh|2385|N/A|https://putariatelegram.com/|2023-11-26 01:09:09.451238
ONLYFANS VIP|channel|https://t.me/+WKOZ5dKMO5gzMjIx|3037|N/A|https://putariatelegram.com/|2023-11-26 01:09:09.804095
Cornos & Casais Amadores|group|https://t.me/casaisxxx|23342|Videos de Casais, Amadores, Cornos e muito mais, Temos um Grupo fechado VIP, Com o melhor preco do Telegram|https://putariatelegram.com/|2023-11-26 01:09:10.343556
AMIZADE COLORIDA +18{ CHAT }|group|https://t.me/+rvqtH-JxwusyNjEx|16710|O que rola nesse grupinho, fica aqui Link do Grupo:https://t.me/+qjRvGgvfvPY1ODMx|https://putariatelegram.com/|2023-11-26 01:09:15.716910
ONLYFANS VIP|channel|https://t.me/+zr36h8xUSPtkZjMx|3037|N/A|https://putariatelegram.com/|2023-11-26 01:09:16.716593
Paraiso das vazadas|channel|https://t.me/+PHr3e2LW6dVkYWRh|8944|N/A|https://putariatelegram.com/|2023-11-26 01:09:17.060430
Boazudas Vazadas|channel|https://t.me/+tfguCe24EC4yMjEx|2385|N/A|https://putariatelegram.com/|2023-11-26 01:09:17.466623
Previa da Mahoya|channel|https://t.me/+L7FwsaKz5dI1OTkx|1552|Chama pv pra adquirir os conteudos@aahoyaofc|https://putariatelegram.com/|2023-11-26 01:09:17.979474
Boazudas Vazadas|channel|https://t.me/+vevPDOKUvVRkN2Jh|2385|N/A|https://putariatelegram.com/|2023-11-26 01:09:18.325898
Arquivo Porno|channel|https://t.me/+DHIAOn7pm1ZmZjMx|7780|N/A|https://putariatelegram.com/|2023-11-26 01:09:23.875885
Novinhas do Funk|channel|https://t.me/+-27xL67hJcAwMjc5|5810|N/A|https://putariatelegram.com/|2023-11-26 01:09:24.279021
Paraiso das vazadas|channel|https://t.me/+qDubr29pDUE2YjY5|8944|N/A|https://putariatelegram.com/|2023-11-26 01:09:24.983346
Porno legendado e amador|channel|https://t.me/+4oXLhU5oDlw3N2Mx|3310|Videos porno amador e legendado / porn amateur and legend|https://putariatelegram.com/|2023-11-26 01:09:25.341826
Vazou Onlyfans|channel|https://t.me/+tcRiimMtvBY2OGFh|17334|N/A|https://putariatelegram.com/|2023-11-26 01:09:26.104136
Only Das Gostosas|group|https://t.me/+DqbbfznyRW84MDkx|4630|N/A|https://putariatelegram.com/|2023-11-26 01:09:27.168480
Paraiso das vazadas|channel|https://t.me/+U6FQxSNEaAUwZTIx|8944|N/A|https://putariatelegram.com/|2023-11-26 01:09:27.528927
VIP's  CAIU nA nET 5.0 2023  ON (+18)|group|https://t.me/+T5boxr7z1HU5MTM5|6815|Seja bem-vindo ao VIPS Caiu Na Net, aqui voce pode adquirir o seu VIP Vitalicio e nao precisa se preocupar com pagamentos mensais! Os nossos grupos nao tem CP (Pornografia Infantil) ou qualquer conteudo -18! Pedofilia e crime! Art's. 241-A ; 241-B.|https://putariatelegram.com/|2023-11-26 01:09:27.888375
Boazudas Vazadas|channel|https://t.me/+jP2-tPOup3wwMWQx|2385|N/A|https://putariatelegram.com/|2023-11-26 01:09:33.615402
Novinhas do Funk|channel|https://t.me/+a22Kh4FhC3JlNTYx|5810|N/A|https://putariatelegram.com/|2023-11-26 01:09:35.965570
Boazudas Vazadas|channel|https://t.me/+ogg4OHBnsjhiMTQx|2385|N/A|https://putariatelegram.com/|2023-11-26 01:09:41.014263
Porno legendado e amador|group|https://t.me/putarialegenda|3310|Videos porno amador e legendado / porn amateur and legend|https://putariatelegram.com/|2023-11-26 01:09:41.387170
Previas amadoras safadas|channel|https://t.me/+DjPAeXqWhPRhOWJh|4134|Grupo de previas de mulheres exibicionista|https://putariatelegram.com/|2023-11-26 01:09:41.732997
CLUB HORUs  5k|group|https://t.me/+iQZ5RsR6eO0zMzMx|5158| @Imperium_autobot  Regras do Grupo -  CONTEUDOS GORE, CP, ZOO -  BRIGAS -  ENVIAR/PEDIR FOTO/VIDEO DE PAU -  DIVULGACAO SEM AUTORIZACAO -  TROCAS -  SOLICITAR OUTROS GRUPOS / CANAIS -  ENCAMINHAR DE CANAL -  LINKS |https://putariatelegram.com/|2023-11-26 01:09:42.076451
UNIVERSO BNWO (BBC/TRANS/BNWO)|channel|https://t.me/+M_AHkFkp3L5kYTU8|19290|Sem voce nao tem graca, faca parte! Todos nossos canais estao no Telegram.@SUPBrasil @SexoRacializadoSUP @SUPfromPortugal @SissyTransSUP|https://putariatelegram.com/|2023-11-26 01:09:42.457360
Paraiso das vazadas|channel|https://t.me/+vZhmAtrZdm9kYjAx|8944|N/A|https://putariatelegram.com/|2023-11-26 01:09:43.526675
Boazudas Vazadas|channel|https://t.me/+0epCxhsGY684YWZh|2385|N/A|https://putariatelegram.com/|2023-11-26 01:09:45.231911
Paraiso das vazadas|channel|https://t.me/+wqxqjnO0PHhhYzVh|8944|N/A|https://putariatelegram.com/|2023-11-26 01:09:51.216259
Only Das Gostosas|channel|https://t.me/+haeD4_bsOAE1ODlh|3318|N/A|https://putariatelegram.com/|2023-11-26 01:09:51.578231
Novinhas do Funk|channel|https://t.me/+eX70YgwVcrtiMTZh|5810|N/A|https://putariatelegram.com/|2023-11-26 01:09:52.403773
Paraiso das vazadas|channel|https://t.me/+iRZs2b1F58E2ZTQx|8944|N/A|https://putariatelegram.com/|2023-11-26 01:09:52.763252
Onlyfans Free|group|https://t.me/conteusfree|3979|N/A|https://putariatelegram.com/|2023-11-26 01:09:53.106851
Boazudas Vazadas|channel|https://t.me/+rnClARPV2bNhM2Rh|2385|N/A|https://putariatelegram.com/|2023-11-26 01:09:53.466359
Paraiso das vazadas|channel|https://t.me/+I10avdJk8p04MmI5|8944|N/A|https://putariatelegram.com/|2023-11-26 01:09:58.794341
Novinhas do Funk|channel|https://t.me/+WVNWlVZOMKYxYzgx|5810|N/A|https://putariatelegram.com/|2023-11-26 01:09:59.153720
Putinhas XXX|group|https://t.me/+CPd_TiCAr0Y1NjYx|112733|Bem Vindos ao #PutinhasXXXLeia atentamente as regras:Proibido CPProibido VENDAS sem verificacaoProibido menores de IdadeVendas e parcerias: @RedeGuinhohttps://t.me/joinchat/3_Wgm8RlwmY1ZTUx|https://putariatelegram.com/|2023-11-26 01:09:59.553400
Only Das Gostosas|channel|https://t.me/+4ULEtATfr5wxZDhh|3318|N/A|https://putariatelegram.com/|2023-11-26 01:10:00.263856
Paraiso das vazadas|channel|https://t.me/+PN-B_iB1Y3QzNGQx|8944|N/A|https://putariatelegram.com/|2023-11-26 01:10:00.607522
Incesto Adulto +18|group|https://t.me/+AHv5iCHLPrw0NTNh|7606|Nosso grupo principalhttps://t.me/+dkAUGK9e0v5lOTExObs:Nao tem como abrir o grupo para envio de midia,caso abrir o grupo cai devido uns lixo que vem postar conteudo ilegal e nao tem consciencia que tal midia tem rastreio...|https://putariatelegram.com/|2023-11-26 01:10:01.544532
ONLY FREE|group|https://t.me/+IgUV4dEs4i05ZDYx|14501|Vem ser vip @only_ofc|https://putariatelegram.com/|2023-11-26 01:10:02.784692
DOTADAO|channel|https://t.me/+0gS0dWaqrQYyZWUx|1060|Grupo gay telegram. Pra quem curte ver as melhores pikas dos melhores machos aqui e seu canto.Videos, fotinhas e muito mais dos machos mais gostosos que existem. Atualizacao Diariamente.|https://putariatelegram.com/|2023-11-26 01:10:03.138311
Putaria|group|https://t.me/putando|2981|N/A|https://putariatelegram.com/|2023-11-26 01:10:03.497415
Paraiso das vazadas|channel|https://t.me/+M5Qa2lOCy8g3MjRh|8945|N/A|https://putariatelegram.com/|2023-11-26 01:10:08.935262
Incesto Adulto Fantasia|group|https://t.me/+I7BMbZY6zfcxZjk5|5201|Nosso grupo principalhttps://t.me/+dkAUGK9e0v5lOTExObs:Nao tem como abrir o grupo para envio de midia,caso abrir o grupo cai devido uns lixo que vem postar conteudo ilegal e nao tem consciencia que tal midia tem rastreio...|https://putariatelegram.com/|2023-11-26 01:10:09.309877
Caiu na Net|group|https://t.me/caiunanet123|1512|CONVIDAR 10 AMIGOS GANHA VIP GRATIS SO CHAMAR PV @MAGODOVIP|https://putariatelegram.com/|2023-11-26 01:10:09.975767
Putaria Gay|channel|https://t.me/+O46H5pJWEedmMDFh|1244|Canal de putaria chat videos e fotos gay para bater papo trocar fotos e videos adultos porno gay |https://putariatelegram.com/|2023-11-26 01:10:10.475936
Putaria Gay|channel|https://t.me/+Bha4sZMK5L0yMjgx|1244|Canal de putaria chat videos e fotos gay para bater papo trocar fotos e videos adultos porno gay |https://putariatelegram.com/|2023-11-26 01:10:10.826294
PornoGram caseiro/amador|group|https://t.me/+2huEPq8k8GtmMDIx|1928|Ajude os administradores, use @admin para reportar algo de errado ou receber suporte.Regras do grupo! Desrespeito Incomodar no PV Vendas/Divulgacoes FloodQualquer infracao a cima esta sujeito a remocao ou punicao dependendo da gravidade.|https://putariatelegram.com/|2023-11-26 01:10:11.207821
Putaria.Com|channel|https://t.me/+OZvgBqHUd0QyOGZh|9008|N/A|https://putariatelegram.com/|2023-11-26 01:10:11.544165
Pati Ruiva Acompanhante - Porto Alegre|group|https://t.me/patiruivapoa|1289|Canal: https://t.me/patiruivapoaGrupo: https://t.me/+IXgIyPSbjLFmZDVhPati Ruiva! Acompanhante alto nivel!|https://putariatelegram.com/|2023-11-26 01:10:12.262952
Only Das Gostosas|group|https://t.me/+aUH5lePaI5dhYzQx|4630|N/A|https://putariatelegram.com/|2023-11-26 01:10:18.309973
Paraiso das vazadas|channel|https://t.me/+vW6A14_FfvowN2Yx|8945|N/A|https://putariatelegram.com/|2023-11-26 01:10:18.997572
Caiu Na Net 5.0 2023 (+18)|channel|https://t.me/+JhYj5xive-VmNDQx|12497| Os nossos grupos nao tem CP (Pornografia Infantil) ou qualquer conteudo -18! Pedofilia e crime! Art's. 241-A ; 241-B.|https://putariatelegram.com/|2023-11-26 01:10:19.356784
Boazudas Vazadas|channel|https://t.me/+3rQXuQ8iuwE1NDlh|2385|N/A|https://putariatelegram.com/|2023-11-26 01:10:20.069749
UnityX|group|https://t.me/+O2nySfBrFHw4ZjRh|13115|O lugar das famosas |https://putariatelegram.com/|2023-11-26 01:10:21.223223
Secretinhoteen|channel|https://t.me/+Rb6yZJC0QpAxNDRh|2294|Destinado a midias de novinha|https://putariatelegram.com/|2023-11-26 01:10:22.325691
Bosque Canal|channel|https://t.me/+1ruRKV_EedAwZmZh|1003|RESPEITEM AS REGRAS, OU E BAN! * Nada de CP* Proibido divulgacao de links|https://putariatelegram.com/|2023-11-26 01:10:23.056453
Hentai Free Drive 2.0|group|https://t.me/hentaifreedrive2|2228|Tudo aqui e gratis, unica coisa que voce faz e passar pelo incurtador.Conteudos novos todos os dias!|https://putariatelegram.com/|2023-11-26 01:10:28.788244
